ID_hecho,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,COMUNA,pos x,pos y,ROL,PARTICIPANTES,VICTIMA,ACUSADO,EDAD_victima,FECHA_FALLECIMIENTO
2021-0014,2021-02-02,2021,2,2,00:50:00,0,SAN MARTIN AV. Y NOGOYA,15,-58.48328708,-34.59779521,PEATON,PEATON-AUTO,PEATON,AUTO,28.0,2021-02-18
2021-0015,2021-02-06,2021,2,6,03:05:00,3,SAN MARTIN AV. Y TINOGASTA,15,-58.49018543,-34.59724990,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,26.0,2021-02-06
2021-0016,2021-02-14,2021,2,14,05:50:00,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,22.0,2021-02-14
2021-0017,2021-02-17,2021,2,17,04:10:00,4,SALTA Y CASEROS AV.,1,-58.38262614,-34.63168269,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,33.0,2021-02-17
2021-0018,2021-02-20,2021,2,20,19:00:00,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON,PEATON-AUTO,PEATON,AUTO,36.0,2021-03-08
2021-0019,2021-02-21,2021,2,21,01:20:00,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,30.0,2021-02-21
2021-0020,2021-02-21,2021,2,21,15:00:00,15,POTOSI Y GASCON,5,-58.42462955,-34.60727189,PEATON,PEATON-CARGAS,PEATON,CARGAS,,2021-02-21
2021-0021,2021-02-26,2021,2,26,05:30:00,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,39.0,2021-03-04
2021-0022,2021-02-28,2021,2,28,12:00:00,12,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJERO_ACOMPAÑANTE,PASAJEROS-SD,PASAJEROS,SD,68.0,2021-03-06
2021-0023,2021-03-01,2021,3,1,09:20:00,9,"AU BUENOS AIRES LA PLATA  KM 4,5",4,.,.,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,24.0,2021-03-01
2021-0024,2021-03-03,2021,3,3,16:30:00,16,"PERON, EVA AV. y PIEDRA BUENA AV",9,-58.49573651,-34.67006054,CICLISTA,BICICLETA-CARGAS,BICICLETA,CARGAS,5.0,2021-03-03
2021-0025,2021-03-11,2021,3,11,03:45:00,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",8,-58.48695354,-34.68795245,CONDUCTOR,MOTO-OTRO,MOTO,OTRO,37.0,2021-03-11
2021-0026,2021-03-15,2021,3,15,02:35:00,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,36.0,2021-03-15
2021-0027,2021-03-16,2021,3,16,15:30:00,15,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,19.0,2021-03-16
2021-0028,2021-03-29,2021,3,29,17:20:00,17,"COREA AV. y TORRES Y TENORIO, PRES",7,-58.44147621,-34.64357704,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,,2021-03-29
2021-0029,2021-03-31,2021,3,31,18:05:00,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,26.0,2021-04-02
2021-0030,2021-04-03,2021,4,3,18:30:00,18,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,36.0,2021-04-07
2021-0031,2021-04-07,2021,4,7,10:29:00,10,9 DE JULIO AV. E INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON,PEATON-CARGAS,PEATON,CARGAS,68.0,2021-04-11
2021-0032,2021-04-10,2021,4,10,19:55:00,19,"AU CANTILO Y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON,PEATON-MOTO,PEATON,MOTO,60.0,2021-04-29
2021-0033,2021-04-14,2021,4,14,17:50:00,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,5,-58.41595919,-34.62743346,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,33.0,2021-04-14
2021-0034,2021-04-19,2021,4,19,14:40:00,14,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,PASAJERO_ACOMPAÑANTE,MOTO-CARGAS,MOTO,CARGAS,26.0,2021-04-19
2021-0035,2021-05-03,2021,5,3,09:20:00,9,"JANER, ANA MARIA Y LAFUENTE AV.",8,-58.44642231,-34.65679806,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,24.0,2021-05-03
2021-0036,2021-05-09,2021,5,9,06:00:00,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,36.0,2021-05-09
2021-0037,2021-05-11,2021,5,11,07:10:00,7,"MONROE Y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,58.0,2021-05-11
2021-0038,2021-05-14,2021,5,14,11:40:00,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",14,-58.42653328,-34.57816791,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,44.0,2021-05-14
2021-0039,2021-05-15,2021,5,15,12:09:00,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,CICLISTA,BICICLETA-AUTO,BICICLETA,AUTO,86.0,2021-06-05
2021-0040,2021-05-20,2021,5,20,05:50:00,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,27.0,2021-05-20
2021-0041,2021-05-20,2021,5,20,08:30:00,8,DEL LIBERTADOR AV. Y CASARES AV.,14,-58.40986646,-34.57728060,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,75.0,2021-05-20
2021-0042,2021-05-21,2021,5,21,05:00:00,5,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,39.0,2021-05-21
2021-0043,2021-05-22,2021,5,22,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",9,-58.50719962,-34.65556223,PEATON,PEATON-AUTO,PEATON,AUTO,50.0,2021-05-22
2021-0044,2021-05-25,2021,5,25,02:00:00,2,"PERON, EVA AV. Y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,PASAJERO_ACOMPAÑANTE,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,21.0,2021-05-25
2021-0045,2021-05-26,2021,5,26,17:24:00,17,AU FRONDIZI Y SUAREZ AV.,4,-58.37709334,-34.64035082,CONDUCTOR,MULTIPLE,MOTO,MULTIPLE,22.0,2021-05-26
2021-0046,2021-05-31,2021,5,31,02:00:00,2,EL CANO AV. Y GUZMAN AV.,15,-58.46033141,-34.58569883,PASAJERO_ACOMPAÑANTE,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,20.0,2021-05-31
2021-0047,2021-06-02,2021,6,2,16:00:00,16,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,59.0,2021-06-02
2021-0048,2021-06-03,2021,6,3,09:58:00,9,CAPDEVILLA Y CONGRESO AV.,12,-58.49026573,-34.56981410,CICLISTA,BICICLETA-AUTO,BICICLETA,AUTO,44.0,2021-06-23
2021-0049,2021-06-03,2021,6,3,20:30:00,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,74.0,2021-06-03
2021-0050,2021-06-10,2021,6,10,13:30:00,13,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,56.0,2021-06-10
2021-0051,2021-06-15,2021,6,15,19:20:00,19,27 DE FEBRERO AV. Y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON,PEATON-CARGAS,PEATON,CARGAS,73.0,2021-06-16
2021-0052,2021-06-20,2021,6,20,05:40:00,5,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,PASAJERO_ACOMPAÑANTE,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,19.0,2021-06-20
2021-0053,2021-06-20,2021,6,20,12:00:00,12,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON,PEATON-BICICLETA,PEATON,BICICLETA,58.0,2021-06-30
2021-0054,2021-06-22,2021,6,22,14:44:00,14,TABARE Y EREZCANO,4,-58.42759813,-34.65463857,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,41.0,2021-06-22
2021-0055,2021-06-29,2021,6,29,12:20:00,12,CORRIENTES AV. Y PUEYRREDOR AV.,3,-58.40547222,-34.60456293,PASAJERO_ACOMPAÑANTE,MOTO-CARGAS,MOTO,CARGAS,47.0,2021-06-29
2021-0056,2021-07-09,2021,7,9,23:25:00,23,"CORRALES Y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,CICLISTA,BICICLETA-AUTO,BICICLETA,AUTO,60.0,2021-07-09
2021-0057,2021-07-10,2021,7,10,23:30:00,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",2,-58.39257023,-34.57563957,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,46.0,2021-07-10
2021-0058,2021-07-21,2021,7,21,00:40:00,0,AV. GRAL. PAZ Y VEDIA,12,-58.48941042,-34.54596153,PEATON,PEATON-AUTO,PEATON,AUTO,24.0,2021-07-21
2021-0059,2021-07-22,2021,7,22,01:20:00,1,"GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,PASAJERO_ACOMPAÑANTE,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,44.0,2021-07-22
2021-0060,2021-07-22,2021,7,22,12:30:00,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,80.0,2021-07-22
2021-0061,2021-07-24,2021,7,24,09:15:00,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON,PEATON-CARGAS,PEATON,CARGAS,55.0,2021-07-24
2021-0062,2021-07-27,2021,7,27,07:16:00,7,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,73.0,2021-07-27
2021-0063,2021-08-02,2021,8,2,04:40:00,4,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,PASAJERO_ACOMPAÑANTE,AUTO-AUTO,AUTO,AUTO,31.0,2021-08-02
2021-0064,2021-08-02,2021,8,2,20:00:00,20,"PAZ, GRAL. AV. Y TONELERO",9,-58.52931141,-34.65422917,PEATON,PEATON-CARGAS,PEATON,CARGAS,37.0,2021-08-03
2021-0065,2021-08-06,2021,8,6,08:30:00,8,Av. SAN JUAN Y AV. LA PLATA,6,-58.42675754,-34.62699730,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,63.0,2021-08-10
2021-0066,2021-08-06,2021,8,6,20:00:00,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,11,-58.52933723,-34.61098186,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,59.0,2021-08-09
2021-0067,2021-08-08,2021,8,8,09:29:00,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",1,-58.37910943,-34.62764718,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,27.0,2021-08-08
2021-0068,2021-08-15,2021,8,15,06:10:00,6,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,39.0,2021-08-15
2021-0069,2021-08-20,2021,8,20,17:15:00,17,AV. SANTA FE 3428,14,-58.41354692,-34.58697680,PEATON,PEATON-AUTO,PEATON,AUTO,17.0,2021-08-21
2021-0070,2021-08-28,2021,8,28,08:30:00,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",8,-58.43960781,-34.65470804,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,31.0,2021-08-28
2021-0071,2021-08-31,2021,8,31,16:00:00,16,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON,PEATON-MOTO,PEATON,MOTO,88.0,2021-09-01
2021-0072,2021-09-01,2021,9,1,19:10:00,19,CALLAO AV. Y PARAGUAY,2,-58.39303911,-34.59871111,PEATON,PEATON-AUTO,PEATON,AUTO,57.0,2021-09-01
2021-0073,2021-09-18,2021,9,18,12:20:00,12,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,CICLISTA,BICICLETA-AUTO,BICICLETA,AUTO,76.0,2021-09-18
2021-0074,2021-09-20,2021,9,20,15:00:00,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,CONDUCTOR,MULTIPLE,MOTO,MULTIPLE,55.0,2021-09-20
2021-0075,2021-09-21,2021,9,21,14:30:00,14,SALTA Y BRASIL,1,-58.38281301,-34.62786038,PEATON,PEATON-CARGAS,PEATON,CARGAS,65.0,2021-09-21
2021-0076,2021-10-16,2021,10,16,06:15:00,6,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,31.0,2021-10-16
2021-0077,2021-10-18,2021,10,18,07:20:00,7,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,31.0,2021-10-18
2021-0078,2021-10-23,2021,10,23,06:35:00,6,INDEPENDENCIA AV. Y LA PLATA AV.,6,-58.42779702,-34.62207347,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,22.0,2021-10-23
2021-0079,2021-10-25,2021,10,25,03:30:00,3,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON,PEATON-AUTO,PEATON,AUTO,,2021-10-25
2021-0080,2021-10-28,2021,10,28,16:16:00,16,ARENALES Y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,32.0,2021-10-28
2021-0081,2021-11-02,2021,11,2,13:35:00,13,AU FRONDIZI SUBIDA BRANDSEN,4,-58.37627355,-34.63800916,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,26.0,2021-11-02
2021-0082,2021-11-06,2021,11,6,04:39:00,4,AU 25 DE MAYO KM7 (ALTURA PASCO),3,-58.39591856,-34.62453459,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,38.0,2021-11-06
2021-0083,2021-11-09,2021,11,9,00:35:00,0,CABILDO AV. Y OLAZABAL,13,-58.45829717,-34.56015762,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,30.0,2021-11-09
2021-0084,2021-11-11,2021,11,11,03:00:00,3,TAPALQUE Y BRUIX AV.,9,-58.49142611,-34.64584795,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,32.0,2021-11-11
2021-0097,2021-11-18,2021,11,18,06:10:00,6,PADRE CARLOS MUJICA 709,1,-58.37976155,-34.58679619,CICLISTA,BICICLETA-AUTO,BICICLETA,AUTO,53.0,2021-11-19
2021-0085,2021-11-20,2021,11,20,18:30:00,18,"PAZ, GRAL. AV. Y EZEIZA",12,-58.51271409,-34.57786555,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,49.0,2021-11-20
2021-0086,2021-11-25,2021,11,25,10:10:00,10,RIVADAVIA AV. Y PUAN,6,-58.44864864,-34.62352826,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,75.0,2021-11-25
2021-0087,2021-11-27,2021,11,27,11:22:00,11,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON,PEATON-BICICLETA,PEATON,BICICLETA,73.0,2021-11-27
2021-0088,2021-12-01,2021,12,1,15:40:00,15,AV. MOROE Y 3 DE FEBRERO,13,-58.45531707,-34.55555257,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,45.0,2021-12-07
2021-0089,2021-12-02,2021,12,2,01:10:00,1,AV. GAONA 3655,11,-58.47633683,-34.62140594,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,41.0,2021-12-11
2021-0090,2021-12-10,2021,12,10,11:45:00,11,AV. 9 DE JULIO Y LAVALLE,1,-58.38188582,-34.60256036,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,73.0,2022-01-03
2021-0091,2021-12-11,2021,12,11,23:00:00,23,BAIGORRIA Y VICTOR HUGO,10,-58.51989389,-34.62284918,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,24.0,2021-12-11
2021-0092,2021-12-12,2021,12,12,06:20:00,6,AV. RIVADAVIA Y AV. PUEYRREDON,3,-58.40596860,-34.61011987,PEATON,PEATON-AUTO,PEATON,AUTO,50.0,2021-12-12
2021-0093,2021-12-13,2021,12,13,17:10:00,17,AV. RIESTRA Y MOM,7,-58.43353773,-34.64561636,PASAJERO_ACOMPAÑANTE,MOTO-AUTO,MOTO,AUTO,18.0,2021-12-18
2021-0094,2021-12-20,2021,12,20,01:10:00,1,AU DELLEPIANE Y LACARRA,9,-58.46739825,-34.65117757,PASAJERO_ACOMPAÑANTE,MOTO-AUTO,MOTO,AUTO,43.0,2021-12-20
2021-0095,2021-12-30,2021,12,30,00:43:00,0,AV. GAONA Y TERRADA,11,-58.47293407,-34.61984745,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,27.0,2022-01-02
2021-0096,2021-12-15,2021,12,15,10:30:00,10,AV. EVA PERON 4071,9,-58.47066794,-34.65021673,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,60.0,2021-12-20
